readout_gene,readout_class,replicate,assay,Drug,day,Concentration,bias,num_reads,cell_density,extra_umi
Ccnj,BAE,2,no-UMI,BML-210,35,10uM,0.448017149,933,VG,
Ccnj,BAE,2,no-UMI,5-Aza-2-deoxycytidine,35,10uM,0.75,4,DIFFUSE DARK,
Ccnj,BAE,2,no-UMI,Zebularine,35,10uM,0.509333333,1500,VG,
Ccnj,BAE,2,no-UMI,Tranylcypromine_hemisulfate,35,10uM,0.4625323,387,VG,
Ccnj,BAE,2,no-UMI,EX-527,35,10uM,0.514563107,103,VG,
Ccnj,BAE,2,no-UMI,Nicotinamide,35,10uM,0.583254044,1051,VG,
Ccnj,BAE,2,no-UMI,BML-266,35,10uM,1,1,DIFFUSE DARK,
Ccnj,BAE,2,no-UMI,Piceatannol,35,10uM,0.516462234,1552,VG,
Ccnj,BAE,2,no-UMI,Fluoro-SAHA,35,10uM,0.5,2,DIFFUSE DARK,
Ccnj,BAE,2,no-UMI,AGK2,35,10uM,0.573895028,1448,VG,
Ccnj,BAE,2,no-UMI,Salermide,35,10uM,0.524115756,2177,VG,
Ccnj,BAE,2,no-UMI,Anacardic_acid,35,10uM,0.543715324,5229,VG,
Ccnj,BAE,2,no-UMI,B2,35,10uM,0.504390244,1025,VG,
Ccnj,BAE,2,no-UMI,CTPB,35,10uM,0.54614094,1193,VG,
Ccnj,BAE,2,no-UMI,Sirtinol,35,10uM,0.557766722,1809,VG,
Ccnj,BAE,2,no-UMI,Suramin6Na,35,10uM,0.518811881,507,VG,
Ccnj,BAE,2,no-UMI,BML-278,35,10uM,0.65202109,569,VG,
Ccnj,BAE,2,no-UMI,CI-994,35,10uM,0.6,15,DIFFUSE DARK,
Ccnj,BAE,2,no-UMI,NSC-3852,35,10uM,1,2,DIFFUSE DARK,
Ccnj,BAE,2,no-UMI,Aminoresveratrol_sulfate,35,10uM,0.567961165,825,VG,
Ccnj,BAE,2,no-UMI,BML-281,35,10uM,0.493246623,6000,VG,
Ccnj,BAE,2,no-UMI,Triacetylresveratrol,35,10uM,0.575412136,5709,VG,
Ccnj,BAE,2,no-UMI,Garcinol,35,01uM,0.527472527,728,VG,
Ccnj,BAE,2,no-UMI,Splitomicin,35,01uM,0.517488076,1258,VG,
Ccnj,BAE,2,no-UMI,BML-210,35,01uM,0.457703081,1785,VG,
Ccnj,BAE,2,no-UMI,5-Aza-2-deoxycytidine,35,01uM,0.25,4,DIFFUSE DARK,
Ccnj,BAE,2,no-UMI,Zebularine,35,01uM,0.458456973,1348,VG,
Ccnj,BAE,2,no-UMI,Tranylcypromine_hemisulfate,35,01uM,0.382978723,141,VG,
Ccnj,BAE,2,no-UMI,EX-527,35,01uM,0.576853526,553,VG,
Ccnj,BAE,2,no-UMI,Nicotinamide,35,01uM,0.459813084,535,VG,
Ccnj,BAE,2,no-UMI,BML-266,35,01uM,0.568421053,285,VG,
Ccnj,BAE,2,no-UMI,Piceatannol,35,01uM,0.630522088,249,VG,
Ccnj,BAE,2,no-UMI,Fluoro-SAHA,35,01uM,0.555408971,758,VG,
Ccnj,BAE,2,no-UMI,AGK2,35,01uM,0.535714286,618,VG,
Ccnj,BAE,2,no-UMI,Salermide,35,01uM,0.613006825,2492,VG,
Ccnj,BAE,2,no-UMI,Anacardic_acid,35,01uM,0.489573369,5230,VG,
Ccnj,BAE,2,no-UMI,B2,35,01uM,0.489388093,7260,VG,
Ccnj,BAE,2,no-UMI,CTPB,35,01uM,0.488514957,3745,VG,
Ccnj,BAE,2,no-UMI,Sirtinol,35,01uM,0.469818614,3364,VG,
Ccnj,BAE,2,no-UMI,Suramin6Na,35,01uM,0.519753086,810,VG,
Ccnj,BAE,2,no-UMI,BML-278,35,01uM,0.471256684,1497,VG,
Ccnj,BAE,2,no-UMI,CI-994,35,01uM,0.4812395,5359,VG,
Ccnj,BAE,2,no-UMI,NSC-3852,35,01uM,0.553113553,3278,VG,
Ccnj,BAE,2,no-UMI,Aminoresveratrol_sulfate,35,01uM,0.507541214,2857,VG,
Ccnj,BAE,2,no-UMI,BML-281,35,01uM,0.530005609,1784,VG,
Ccnj,BAE,2,no-UMI,Triacetylresveratrol,35,01uM,0.590873937,1295,VG,
Ccnj,BAE,2,no-UMI,Control,35,No-treatment1,0.465282284,1541,VG,
Ccnj,BAE,2,no-UMI,Control,35,No-treatment2,0.538616974,4456,VG,
Ccnj,BAE,2,no-UMI,Control,35,No-treatment3,0.615,400,VG,
Ccnj,BAE,2,no-UMI,Control,35,No-treatment4,0.455026455,5112,VG,
Ccnj,BAE,2,no-UMI,Control,35,No-treatment5,0.499696049,1645,VG,
Ccnj,BAE,2,no-UMI,Control,35,No-treatment6,0.331775701,214,VG,
Ccnj,BAE,2,no-UMI,Control,35,No-treatment7,0.434180139,866,VG,
Ccnj,BAE,2,no-UMI,Control,35,No-treatment8,0.474145751,3312,VG,
Ccnj,BAE,2,no-UMI,Control,35,No-treatment9,0.5243309,3292,VG,
Ccnj,BAE,2,no-UMI,Control,35,No-treatment10,0.527385159,1133,VG,
Ccnj,BAE,2,no-UMI,Control,35,No-treatment11,0.568058778,2587,VG,
Ccnj,BAE,2,no-UMI,Control,35,No-treatment12,0.508782936,1595,VG,
Ccnj,BAE,2,no-UMI,Control,35,DMSO1,0.498239437,1704,VG,
Ccnj,BAE,2,no-UMI,Control,35,DMSO2,0.551954914,2841,VG,
Ccnj,BAE,2,no-UMI,Control,35,DMSO3,0.805299539,868,VG,
Ccnj,BAE,2,no-UMI,Control,35,DMSO4,0.694234325,5952,VG,
Ccnj,BAE,2,no-UMI,Control,35,DMSO5,0.489032901,4012,VG,
Ccnj,BAE,2,no-UMI,Control,35,DMSO6,0.42826087,460,VG,
Ccnj,BAE,2,no-UMI,Control,35,DMSO7,0.517730496,3669,VG,
Ccnj,BAE,2,no-UMI,Control,35,DMSO8,0.632889404,3457,VG,
Ccnj,BAE,2,no-UMI,Control,35,DMSO9,0.346619576,1983,VG,
Ccnj,BAE,2,no-UMI,Control,35,DMSO10,0.503167899,1894,VG,
Ccnj,BAE,2,no-UMI,Control,35,DMSO11,0.434468284,4291,VG,
Ccnj,BAE,2,no-UMI,Control,35,DMSO12,0.523992322,2087,VG,
Col6a5,MAE,2,no-UMI,Garcinol,35,20uM,1,2,DIFFUSE DARK,
Col6a5,MAE,2,no-UMI,Splitomicin,35,20uM,0.98254717,2121,VG,
Col6a5,MAE,2,no-UMI,BML-210,35,20uM,1,3,DIFFUSE DARK,
Col6a5,MAE,2,no-UMI,5-Aza-2-deoxycytidine,35,20uM,NA,0,DIFFUSE DARK,
Col6a5,MAE,2,no-UMI,Zebularine,35,20uM,NA,0,DIFFUSE DARK,
Col6a5,MAE,2,no-UMI,Tranylcypromine_hemisulfate,35,20uM,0.994871795,195,VG,
Col6a5,MAE,2,no-UMI,EX-527,35,20uM,0.979338843,242,VG,
Col6a5,MAE,2,no-UMI,Nicotinamide,35,20uM,0.988552189,1487,VG,
Col6a5,MAE,2,no-UMI,BML-266,35,20uM,NA,0,DIFFUSE DARK,
Col6a5,MAE,2,no-UMI,Piceatannol,35,20uM,NA,0,DIFFUSE DARK,
Col6a5,MAE,2,no-UMI,Fluoro-SAHA,35,20uM,NA,0,DIFFUSE DARK,
Col6a5,MAE,2,no-UMI,AGK2,35,20uM,0.974123989,1855,VG,
Col6a5,MAE,2,no-UMI,Salermide,35,20uM,0.969895288,764,VG,
Col6a5,MAE,2,no-UMI,Anacardic_acid,35,20uM,0.987329435,1027,VG,
Col6a5,MAE,2,no-UMI,B2,35,20uM,0.99382716,973,VG,
Col6a5,MAE,2,no-UMI,CTPB,35,20uM,0.965087282,1204,VG,
Col6a5,MAE,2,no-UMI,Sirtinol,35,20uM,0.980842912,2088,VG,
Col6a5,MAE,2,no-UMI,Suramin6Na,35,20uM,0.992753623,138,VG,
Col6a5,MAE,2,no-UMI,BML-278,35,20uM,0.9626401,804,VG,
Col6a5,MAE,2,no-UMI,CI-994,35,20uM,1,4,DIFFUSE DARK,
Col6a5,MAE,2,no-UMI,NSC-3852,35,20uM,NA,0,DIFFUSE DARK,
Col6a5,MAE,2,no-UMI,Aminoresveratrol_sulfate,35,20uM,0.996811224,1570,VG,
Col6a5,MAE,2,no-UMI,BML-281,35,20uM,0.953014879,1278,VG,
Col6a5,MAE,2,no-UMI,Triacetylresveratrol,35,20uM,0.997542998,1223,VG,
Col6a5,MAE,2,no-UMI,Garcinol,35,10uM,0.988650694,793,VG,
Col6a5,MAE,2,no-UMI,Splitomicin,35,10uM,0.982696467,1387,VG,
Col6a5,MAE,2,no-UMI,BML-210,35,10uM,0.9943074,1581,VG,
Col6a5,MAE,2,no-UMI,5-Aza-2-deoxycytidine,35,10uM,1,1,DIFFUSE DARK,
Col6a5,MAE,2,no-UMI,Zebularine,35,10uM,0.990611961,2876,VG,
Col6a5,MAE,2,no-UMI,Tranylcypromine_hemisulfate,35,10uM,0.982248521,507,VG,
Col6a5,MAE,2,no-UMI,EX-527,35,10uM,0.9875,80,VG,
Col6a5,MAE,2,no-UMI,Nicotinamide,35,10uM,0.988841202,1165,VG,
Col6a5,MAE,2,no-UMI,BML-266,35,10uM,1,1,DIFFUSE DARK,
Col6a5,MAE,2,no-UMI,Piceatannol,35,10uM,0.995286195,2971,VG,
Col6a5,MAE,2,no-UMI,Fluoro-SAHA,35,10uM,1,1,DIFFUSE DARK,
Col6a5,MAE,2,no-UMI,AGK2,35,10uM,0.956462585,736,VG,
Col6a5,MAE,2,no-UMI,Salermide,35,10uM,0.972762646,2314,VG,
Col6a5,MAE,2,no-UMI,Anacardic_acid,35,10uM,0.99253504,6567,VG,
Col6a5,MAE,2,no-UMI,B2,35,10uM,0.993197279,1176,VG,
Col6a5,MAE,2,no-UMI,CTPB,35,10uM,0.9875,1600,VG,
Col6a5,MAE,2,no-UMI,Sirtinol,35,10uM,0.980383212,2192,VG,
Col6a5,MAE,2,no-UMI,Suramin6Na,35,10uM,0.988814318,447,VG,
Col6a5,MAE,2,no-UMI,BML-278,35,10uM,0.984304933,447,VG,
Col6a5,MAE,2,no-UMI,CI-994,35,10uM,1,18,DIFFUSE DARK,
Col6a5,MAE,2,no-UMI,NSC-3852,35,10uM,1,2,DIFFUSE DARK,
Col6a5,MAE,2,no-UMI,Aminoresveratrol_sulfate,35,10uM,0.995780591,711,VG,
Col6a5,MAE,2,no-UMI,BML-281,35,10uM,0.986464617,6802,VG,
Col6a5,MAE,2,no-UMI,Triacetylresveratrol,35,10uM,0.981640147,5723,VG,
Col6a5,MAE,2,no-UMI,Garcinol,35,01uM,0.975490196,816,VG,
Col6a5,MAE,2,no-UMI,Splitomicin,35,01uM,0.973326075,1837,VG,
Col6a5,MAE,2,no-UMI,BML-210,35,01uM,0.991439272,1871,VG,
Col6a5,MAE,2,no-UMI,5-Aza-2-deoxycytidine,35,01uM,1,5,DIFFUSE DARK,
Col6a5,MAE,2,no-UMI,Zebularine,35,01uM,0.988986784,1818,VG,
Col6a5,MAE,2,no-UMI,Tranylcypromine_hemisulfate,35,01uM,0.987096774,156,VG,
Col6a5,MAE,2,no-UMI,EX-527,35,01uM,0.982832618,699,VG,
Col6a5,MAE,2,no-UMI,Nicotinamide,35,01uM,0.952506596,759,VG,
Col6a5,MAE,2,no-UMI,BML-266,35,01uM,0.989556136,384,VG,
Col6a5,MAE,2,no-UMI,Piceatannol,35,01uM,0.988479263,434,VG,
Col6a5,MAE,2,no-UMI,Fluoro-SAHA,35,01uM,1,279,VG,
Col6a5,MAE,2,no-UMI,AGK2,35,01uM,0.989377845,660,VG,
Col6a5,MAE,2,no-UMI,Salermide,35,01uM,0.990122481,2533,VG,
Col6a5,MAE,2,no-UMI,Anacardic_acid,35,01uM,0.977740209,7103,VG,
Col6a5,MAE,2,no-UMI,B2,35,01uM,0.985174508,9716,VG,
Col6a5,MAE,2,no-UMI,CTPB,35,01uM,0.986793837,4091,VG,
Col6a5,MAE,2,no-UMI,Sirtinol,35,01uM,0.994646379,3554,VG,
Col6a5,MAE,2,no-UMI,Suramin6Na,35,01uM,0.990316901,1136,VG,
Col6a5,MAE,2,no-UMI,BML-278,35,01uM,0.983228512,1432,VG,
Col6a5,MAE,2,no-UMI,CI-994,35,01uM,0.978027727,3824,VG,
Col6a5,MAE,2,no-UMI,NSC-3852,35,01uM,0.988923759,5421,VG,
Col6a5,MAE,2,no-UMI,Aminoresveratrol_sulfate,35,01uM,0.984490011,3806,VG,
Col6a5,MAE,2,no-UMI,BML-281,35,01uM,0.973254086,2021,VG,
Col6a5,MAE,2,no-UMI,Triacetylresveratrol,35,01uM,0.993645292,1732,VG,
Col6a5,MAE,2,no-UMI,Control,35,No-treatment1,0.966216216,1036,VG,
Col6a5,MAE,2,no-UMI,Control,35,No-treatment2,0.986915888,3210,VG,
Col6a5,MAE,2,no-UMI,Control,35,No-treatment3,1,380,VG,
Col6a5,MAE,2,no-UMI,Control,35,No-treatment4,0.981075697,3013,VG,
Col6a5,MAE,2,no-UMI,Control,35,No-treatment5,0.964143426,753,VG,
Col6a5,MAE,2,no-UMI,Control,35,No-treatment6,0.994186047,172,VG,
Col6a5,MAE,2,no-UMI,Control,35,No-treatment7,0.978773585,425,VG,
Col6a5,MAE,2,no-UMI,Control,35,No-treatment8,0.9634932,1398,VG,
Col6a5,MAE,2,no-UMI,Control,35,No-treatment9,0.931698774,1713,VG,
Col6a5,MAE,2,no-UMI,Control,35,No-treatment10,0.925869894,661,VG,
Col6a5,MAE,2,no-UMI,Control,35,No-treatment11,0.966057441,1915,VG,
Col6a5,MAE,2,no-UMI,Control,35,No-treatment12,0.896121884,1445,VG,
Col6a5,MAE,2,no-UMI,Control,35,DMSO1,0.972864322,2988,VG,
Col6a5,MAE,2,no-UMI,Control,35,DMSO2,0.981710331,4051,VG,
Col6a5,MAE,2,no-UMI,Control,35,DMSO3,0.966233766,1541,VG,
Col6a5,MAE,2,no-UMI,Control,35,DMSO4,0.992975504,11115,VG,
Col6a5,MAE,2,no-UMI,Control,35,DMSO5,0.97739816,3808,VG,
Col6a5,MAE,2,no-UMI,Control,35,DMSO6,0.977011494,697,VG,
Col6a5,MAE,2,no-UMI,Control,35,DMSO7,0.99076338,3682,VG,
Col6a5,MAE,2,no-UMI,Control,35,DMSO8,0.988873813,3685,VG,
Col6a5,MAE,2,no-UMI,Control,35,DMSO9,0.972588832,2956,VG,
Col6a5,MAE,2,no-UMI,Control,35,DMSO10,0.986231667,3344,VG,
Col6a5,MAE,2,no-UMI,Control,35,DMSO11,0.984645224,6193,VG,
Col6a5,MAE,2,no-UMI,Control,35,DMSO12,0.962700289,3808,VG,
Dnajc12,MAE,2,no-UMI,Garcinol,35,20uM,1,1,DIFFUSE DARK,
Dnajc12,MAE,2,no-UMI,Splitomicin,35,20uM,0.990438247,1256,VG,
Dnajc12,MAE,2,no-UMI,BML-210,35,20uM,NA,0,DIFFUSE DARK,
Dnajc12,MAE,2,no-UMI,5-Aza-2-deoxycytidine,35,20uM,NA,0,DIFFUSE DARK,
Dnajc12,MAE,2,no-UMI,Zebularine,35,20uM,1,3,DIFFUSE DARK,
Dnajc12,MAE,2,no-UMI,Tranylcypromine_hemisulfate,35,20uM,0.956521739,70,VG,
Dnajc12,MAE,2,no-UMI,EX-527,35,20uM,0.982857143,175,VG,
Dnajc12,MAE,2,no-UMI,Nicotinamide,35,20uM,0.994871795,391,VG,
Dnajc12,MAE,2,no-UMI,BML-266,35,20uM,1,1,DIFFUSE DARK,
Dnajc12,MAE,2,no-UMI,Piceatannol,35,20uM,1,1,DIFFUSE DARK,
Dnajc12,MAE,2,no-UMI,Fluoro-SAHA,35,20uM,1,2,DIFFUSE DARK,
Dnajc12,MAE,2,no-UMI,AGK2,35,20uM,0.972258065,1550,VG,
Dnajc12,MAE,2,no-UMI,Salermide,35,20uM,0.994239631,869,VG,
Dnajc12,MAE,2,no-UMI,Anacardic_acid,35,20uM,0.997287523,1106,VG,
Dnajc12,MAE,2,no-UMI,B2,35,20uM,0.98820059,1358,VG,
Dnajc12,MAE,2,no-UMI,CTPB,35,20uM,0.996549344,1450,VG,
Dnajc12,MAE,2,no-UMI,Sirtinol,35,20uM,0.980573094,2060,VG,
Dnajc12,MAE,2,no-UMI,Suramin6Na,35,20uM,0.975806452,124,VG,
Dnajc12,MAE,2,no-UMI,BML-278,35,20uM,0.99494311,794,VG,
Dnajc12,MAE,2,no-UMI,CI-994,35,20uM,1,3,DIFFUSE DARK,
Dnajc12,MAE,2,no-UMI,NSC-3852,35,20uM,NA,0,DIFFUSE DARK,
Dnajc12,MAE,2,no-UMI,Aminoresveratrol_sulfate,35,20uM,0.984480432,1484,VG,
Dnajc12,MAE,2,no-UMI,BML-281,35,20uM,0.975297347,2188,VG,
Dnajc12,MAE,2,no-UMI,Triacetylresveratrol,35,20uM,0.984422111,1990,VG,
Dnajc12,MAE,2,no-UMI,Garcinol,35,10uM,0.990397805,729,VG,
Dnajc12,MAE,2,no-UMI,Splitomicin,35,10uM,0.980680062,1294,VG,
Dnajc12,MAE,2,no-UMI,BML-210,35,10uM,0.9947039,2079,VG,
Dnajc12,MAE,2,no-UMI,5-Aza-2-deoxycytidine,35,10uM,NA,0,DIFFUSE DARK,
Dnajc12,MAE,2,no-UMI,Zebularine,35,10uM,0.983002833,1060,VG,
Dnajc12,MAE,2,no-UMI,Tranylcypromine_hemisulfate,35,10uM,0.979079498,239,VG,
Dnajc12,MAE,2,no-UMI,EX-527,35,10uM,0.990654206,107,VG,
Dnajc12,MAE,2,no-UMI,Nicotinamide,35,10uM,0.983065954,1124,VG,
Dnajc12,MAE,2,no-UMI,BML-266,35,10uM,NA,0,DIFFUSE DARK,
Dnajc12,MAE,2,no-UMI,Piceatannol,35,10uM,0.993741307,1439,VG,
Dnajc12,MAE,2,no-UMI,Fluoro-SAHA,35,10uM,NA,0,DIFFUSE DARK,
Dnajc12,MAE,2,no-UMI,AGK2,35,10uM,0.949022346,1433,VG,
Dnajc12,MAE,2,no-UMI,Salermide,35,10uM,0.979174278,2740,VG,
Dnajc12,MAE,2,no-UMI,Anacardic_acid,35,10uM,0.965039273,6495,VG,
Dnajc12,MAE,2,no-UMI,B2,35,10uM,0.969938108,1131,VG,
Dnajc12,MAE,2,no-UMI,CTPB,35,10uM,0.998084291,1568,VG,
Dnajc12,MAE,2,no-UMI,Sirtinol,35,10uM,0.994471744,1629,VG,
Dnajc12,MAE,2,no-UMI,Suramin6Na,35,10uM,0.978835979,378,VG,
Dnajc12,MAE,2,no-UMI,BML-278,35,10uM,0.990675991,430,VG,
Dnajc12,MAE,2,no-UMI,CI-994,35,10uM,1,17,DIFFUSE DARK,
Dnajc12,MAE,2,no-UMI,NSC-3852,35,10uM,1,1,DIFFUSE DARK,
Dnajc12,MAE,2,no-UMI,Aminoresveratrol_sulfate,35,10uM,0.982589771,919,VG,
Dnajc12,MAE,2,no-UMI,BML-281,35,10uM,0.989622642,5300,VG,
Dnajc12,MAE,2,no-UMI,Triacetylresveratrol,35,10uM,0.98685446,8523,VG,
Dnajc12,MAE,2,no-UMI,Garcinol,35,01uM,0.973532796,869,VG,
Dnajc12,MAE,2,no-UMI,Splitomicin,35,01uM,0.969798658,1790,VG,
Dnajc12,MAE,2,no-UMI,BML-210,35,01uM,0.985040798,2207,VG,
Dnajc12,MAE,2,no-UMI,5-Aza-2-deoxycytidine,35,01uM,0.875,8,DIFFUSE DARK,
Dnajc12,MAE,2,no-UMI,Zebularine,35,01uM,0.97412481,1315,VG,
Dnajc12,MAE,2,no-UMI,Tranylcypromine_hemisulfate,35,01uM,0.989473684,95,VG,
Dnajc12,MAE,2,no-UMI,EX-527,35,01uM,0.974770642,436,VG,
Dnajc12,MAE,2,no-UMI,Nicotinamide,35,01uM,0.969325153,489,VG,
Dnajc12,MAE,2,no-UMI,BML-266,35,01uM,0.984423676,321,VG,
Dnajc12,MAE,2,no-UMI,Piceatannol,35,01uM,0.985994398,357,VG,
Dnajc12,MAE,2,no-UMI,Fluoro-SAHA,35,01uM,0.998054475,1029,VG,
Dnajc12,MAE,2,no-UMI,AGK2,35,01uM,0.981420765,915,VG,
Dnajc12,MAE,2,no-UMI,Salermide,35,01uM,0.954940058,2419,VG,
Dnajc12,MAE,2,no-UMI,Anacardic_acid,35,01uM,0.983007954,8304,VG,
Dnajc12,MAE,2,no-UMI,B2,35,01uM,0.973082554,8883,VG,
Dnajc12,MAE,2,no-UMI,CTPB,35,01uM,0.996806387,2506,VG,
Dnajc12,MAE,2,no-UMI,Sirtinol,35,01uM,0.970519263,2986,VG,
Dnajc12,MAE,2,no-UMI,Suramin6Na,35,01uM,0.97810219,822,VG,
Dnajc12,MAE,2,no-UMI,BML-278,35,01uM,0.970899471,756,VG,
Dnajc12,MAE,2,no-UMI,CI-994,35,01uM,0.986538112,5500,VG,
Dnajc12,MAE,2,no-UMI,NSC-3852,35,01uM,0.992356688,3141,VG,
Dnajc12,MAE,2,no-UMI,Aminoresveratrol_sulfate,35,01uM,0.971418364,2801,VG,
Dnajc12,MAE,2,no-UMI,BML-281,35,01uM,0.975561097,2005,VG,
Dnajc12,MAE,2,no-UMI,Triacetylresveratrol,35,01uM,0.978816199,1606,VG,
Dnajc12,MAE,2,no-UMI,Control,35,No-treatment1,0.982216953,1687,VG,
Dnajc12,MAE,2,no-UMI,Control,35,No-treatment2,0.993840739,4547,VG,
Dnajc12,MAE,2,no-UMI,Control,35,No-treatment3,0.995169082,828,VG,
Dnajc12,MAE,2,no-UMI,Control,35,No-treatment4,0.991016283,5348,VG,
Dnajc12,MAE,2,no-UMI,Control,35,No-treatment5,0.998263889,1152,VG,
Dnajc12,MAE,2,no-UMI,Control,35,No-treatment6,0.987068966,464,VG,
Dnajc12,MAE,2,no-UMI,Control,35,No-treatment7,0.995041322,605,VG,
Dnajc12,MAE,2,no-UMI,Control,35,No-treatment8,0.986877524,2973,VG,
Dnajc12,MAE,2,no-UMI,Control,35,No-treatment9,0.989227535,3808,VG,
Dnajc12,MAE,2,no-UMI,Control,35,No-treatment10,0.991578947,950,VG,
Dnajc12,MAE,2,no-UMI,Control,35,No-treatment11,0.977422716,2880,VG,
Dnajc12,MAE,2,no-UMI,Control,35,No-treatment12,0.981890023,3039,VG,
Dnajc12,MAE,2,no-UMI,Control,35,DMSO1,0.970290344,2962,VG,
Dnajc12,MAE,2,no-UMI,Control,35,DMSO2,0.993865031,5058,VG,
Dnajc12,MAE,2,no-UMI,Control,35,DMSO3,0.993584809,3901,VG,
Dnajc12,MAE,2,no-UMI,Control,35,DMSO4,0.99523349,14482,VG,
Dnajc12,MAE,2,no-UMI,Control,35,DMSO5,0.991863905,4060,VG,
Dnajc12,MAE,2,no-UMI,Control,35,DMSO6,0.981083405,1163,VG,
Dnajc12,MAE,2,no-UMI,Control,35,DMSO7,0.967756184,4533,VG,
Dnajc12,MAE,2,no-UMI,Control,35,DMSO8,0.97108674,7023,VG,
Dnajc12,MAE,2,no-UMI,Control,35,DMSO9,0.971984256,4320,VG,
Dnajc12,MAE,2,no-UMI,Control,35,DMSO10,0.985383478,6092,VG,
Dnajc12,MAE,2,no-UMI,Control,35,DMSO11,0.985995624,9141,VG,
Dnajc12,MAE,2,no-UMI,Control,35,DMSO12,0.985337915,4367,VG,
Fam217b,MAE,2,no-UMI,Garcinol,35,20uM,NA,0,DIFFUSE DARK,
Fam217b,MAE,2,no-UMI,Splitomicin,35,20uM,1,300,VG,
Fam217b,MAE,2,no-UMI,BML-210,35,20uM,NA,0,DIFFUSE DARK,
Fam217b,MAE,2,no-UMI,5-Aza-2-deoxycytidine,35,20uM,1,1,DIFFUSE DARK,
Fam217b,MAE,2,no-UMI,Zebularine,35,20uM,NA,0,DIFFUSE DARK,
Fam217b,MAE,2,no-UMI,Tranylcypromine_hemisulfate,35,20uM,1,19,VG,
Fam217b,MAE,2,no-UMI,EX-527,35,20uM,1,66,VG,
Fam217b,MAE,2,no-UMI,Nicotinamide,35,20uM,1,143,VG,
Fam217b,MAE,2,no-UMI,BML-266,35,20uM,NA,0,DIFFUSE DARK,
Fam217b,MAE,2,no-UMI,Piceatannol,35,20uM,NA,0,DIFFUSE DARK,
Fam217b,MAE,2,no-UMI,Fluoro-SAHA,35,20uM,1,2,DIFFUSE DARK,
Fam217b,MAE,2,no-UMI,AGK2,35,20uM,1,446,VG,
Fam217b,MAE,2,no-UMI,Salermide,35,20uM,1,255,VG,
Fam217b,MAE,2,no-UMI,Anacardic_acid,35,20uM,1,218,VG,
Fam217b,MAE,2,no-UMI,B2,35,20uM,1,324,VG,
Fam217b,MAE,2,no-UMI,CTPB,35,20uM,1,177,VG,
Fam217b,MAE,2,no-UMI,Sirtinol,35,20uM,1,295,VG,
Fam217b,MAE,2,no-UMI,Suramin6Na,35,20uM,1,26,VG,
Fam217b,MAE,2,no-UMI,BML-278,35,20uM,1,277,VG,
Fam217b,MAE,2,no-UMI,CI-994,35,20uM,NA,0,DIFFUSE DARK,
Fam217b,MAE,2,no-UMI,NSC-3852,35,20uM,NA,0,DIFFUSE DARK,
Fam217b,MAE,2,no-UMI,Aminoresveratrol_sulfate,35,20uM,1,147,VG,
Fam217b,MAE,2,no-UMI,BML-281,35,20uM,1,212,VG,
Fam217b,MAE,2,no-UMI,Triacetylresveratrol,35,20uM,1,358,VG,
Fam217b,MAE,2,no-UMI,Garcinol,35,10uM,1,230,VG,
Fam217b,MAE,2,no-UMI,Splitomicin,35,10uM,1,365,VG,
Fam217b,MAE,2,no-UMI,BML-210,35,10uM,1,419,VG,
Fam217b,MAE,2,no-UMI,5-Aza-2-deoxycytidine,35,10uM,1,1,DIFFUSE DARK,
Fam217b,MAE,2,no-UMI,Zebularine,35,10uM,1,471,VG,
Fam217b,MAE,2,no-UMI,Tranylcypromine_hemisulfate,35,10uM,1,124,VG,
Fam217b,MAE,2,no-UMI,EX-527,35,10uM,1,45,VG,
Fam217b,MAE,2,no-UMI,Nicotinamide,35,10uM,1,319,VG,
Fam217b,MAE,2,no-UMI,BML-266,35,10uM,NA,0,DIFFUSE DARK,
Fam217b,MAE,2,no-UMI,Piceatannol,35,10uM,0.997167139,353,VG,
Fam217b,MAE,2,no-UMI,Fluoro-SAHA,35,10uM,NA,0,DIFFUSE DARK,
Fam217b,MAE,2,no-UMI,AGK2,35,10uM,1,482,VG,
Fam217b,MAE,2,no-UMI,Salermide,35,10uM,1,599,VG,
Fam217b,MAE,2,no-UMI,Anacardic_acid,35,10uM,1,1594,VG,
Fam217b,MAE,2,no-UMI,B2,35,10uM,1,406,VG,
Fam217b,MAE,2,no-UMI,CTPB,35,10uM,1,403,VG,
Fam217b,MAE,2,no-UMI,Sirtinol,35,10uM,1,601,VG,
Fam217b,MAE,2,no-UMI,Suramin6Na,35,10uM,1,136,VG,
Fam217b,MAE,2,no-UMI,BML-278,35,10uM,1,170,VG,
Fam217b,MAE,2,no-UMI,CI-994,35,10uM,1,5,DIFFUSE DARK,
Fam217b,MAE,2,no-UMI,NSC-3852,35,10uM,1,2,DIFFUSE DARK,
Fam217b,MAE,2,no-UMI,Aminoresveratrol_sulfate,35,10uM,1,165,VG,
Fam217b,MAE,2,no-UMI,BML-281,35,10uM,0.999334221,1504,VG,
Fam217b,MAE,2,no-UMI,Triacetylresveratrol,35,10uM,1,2815,VG,
Fam217b,MAE,2,no-UMI,Garcinol,35,01uM,1,282,VG,
Fam217b,MAE,2,no-UMI,Splitomicin,35,01uM,1,557,VG,
Fam217b,MAE,2,no-UMI,BML-210,35,01uM,1,715,VG,
Fam217b,MAE,2,no-UMI,5-Aza-2-deoxycytidine,35,01uM,1,4,DIFFUSE DARK,
Fam217b,MAE,2,no-UMI,Zebularine,35,01uM,1,387,VG,
